Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-1.56142876406307E-11,0.418768832983278,0.0417509003449978,0,0,0,52.9631191275309,1.12655312433804,4.11206249218158E-13,4.06681876759588E-13,0.840056717976114,3.16244786414834E-09,1.03138846265431,0,0,0,0,0,0,package://machine/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://machine/meshes/base_link.STL,,Shelf Weldment A-4;11435A140_SIDE-MOUNT DRAWER SLIDE-26;0.250 SHCS - 1.00 LNG-1;0.250 SHCS - 1.00 LNG-2;0.250 CSINK - 1.50 LONG-36;11435A140_SIDE-MOUNT DRAWER SLIDE-8;0.250 CSINK - 1.50 LONG-34;Shelf Angle D-4;Shelf Angle D-2;0.250 CSINK - 1.50 LONG-33;11435A140_SIDE-MOUNT DRAWER SLIDE-14;Shelf Weldment A-5;Shelf Weldment A-1;Shelf Guide Mount Angle A-2;Shelf A-1;Shelf Angle C-1;Shelf Angle C-3;0.250 CSINK - 1.50 LONG-35;11435A140_SIDE-MOUNT DRAWER SLIDE-15;Shelf Guide Mount Angle A-1;Leg Angle A-4;Leg Angle A-1;Shelf Angle B-2;Shelf Angle B-1;Shelf Angle A-2;Shelf Angle A-1;Leg Angle A-2;0.250 REG WASHER-65;0.250 REG WASHER-68;0.250 REG WASHER-4;0.250 LOCK NUT-3;0.250 REG WASHER-5;0.250 LOCK NUT-34;0.250 REG WASHER-1;0.250 REG WASHER-67;0.250 REG WASHER-66;0.250 REG WASHER-7;0.250 REG WASHER-3;0.250 REG WASHER-2;0.250 SHCS - 1.00 LNG-3;0.250 LOCK NUT-1;0.250 LOCK NUT-2;0.250 REG WASHER-6;0.250 LOCK NUT-36;0.250 LOCK NUT-33;0.250 LOCK NUT-4;0.250 REG WASHER-8;0.250 LOCK NUT-35;0.250 SHCS - 1.00 LNG-4;0.250 SHCS - 1.00 LNG-31;0.250 SHCS - 1.00 LNG-24;0.250 SHCS - 1.00 LNG-16;11435A140_SIDE-MOUNT DRAWER SLIDE-25;0.250 SHCS - 1.00 LNG-15;0.250 SHCS - 1.00 LNG-28;0.250 SHCS - 1.00 LNG-13;0.250 SHCS - 1.00 LNG-30;0.250 SHCS - 1.00 LNG-7;0.250 SHCS - 1.00 LNG-9;0.250 SHCS - 1.00 LNG-27;0.250 SHCS - 1.00 LNG-5;11435A140_SIDE-MOUNT DRAWER SLIDE-27;0.250 SHCS - 1.00 LNG-12;0.250 SHCS - 1.00 LNG-6;0.250 SHCS - 1.00 LNG-10;Shelf Angle A-6;Shelf Angle B-7;Shelf Guide Mount Angle A-14;Shelf Guide Mount Angle A-9;Shelf Guide Mount Angle A-6;Shelf Angle B-4;Shelf Angle A-4;Shelf Angle B-3;Shelf Angle B-6;Shelf Guide Mount Angle A-12;Shelf Guide Mount Angle A-11;Shelf Guide Mount Angle A-8;Shelf Guide Mount Angle A-3;Shelf Angle A-7;Shelf Angle A-3;Shelf Guide Mount Angle A-15;Shelf Guide Mount Angle A-4;Shelf Guide Mount Angle A-5;0.250 REG WASHER-41;0.250 REG WASHER-39;0.250 REG WASHER-38;0.250 REG WASHER-42;0.250 REG WASHER-36;0.250 REG WASHER-47;0.250 REG WASHER-45;0.250 REG WASHER-14;0.250 REG WASHER-57;0.250 REG WASHER-44;0.250 REG WASHER-35;0.250 REG WASHER-48;0.250 REG WASHER-12;0.250 REG WASHER-33;0.250 REG WASHER-13;0.250 REG WASHER-32;0.250 REG WASHER-51;0.250 REG WASHER-50;0.250 REG WASHER-15;0.250 REG WASHER-30;0.250 REG WASHER-26;0.250 REG WASHER-54;0.250 REG WASHER-27;0.250 REG WASHER-29;0.250 REG WASHER-53;0.250 REG WASHER-16;0.250 LOCK NUT-28;0.250 LOCK NUT-24;0.250 LOCK NUT-12;0.250 LOCK NUT-16;0.250 LOCK NUT-15;0.250 LOCK NUT-7;0.250 LOCK NUT-27;0.250 LOCK NUT-6;0.250 LOCK NUT-13;0.250 LOCK NUT-31;0.250 LOCK NUT-30;0.250 LOCK NUT-5;0.250 SHCS - 1.00 LNG-22;0.250 SHCS - 1.00 LNG-8;0.250 SHCS - 1.00 LNG-19;0.250 LOCK NUT-9;0.250 SHCS - 1.00 LNG-25;0.250 SHCS - 1.00 LNG-18;0.250 LOCK NUT-10;0.250 SHCS - 1.00 LNG-21;0.250 LOCK NUT-25;0.250 REG WASHER-17;0.250 REG WASHER-9;0.250 LOCK NUT-19;0.250 LOCK NUT-8;0.250 REG WASHER-20;0.250 LOCK NUT-21;0.250 LOCK NUT-18;0.250 REG WASHER-59;0.250 REG WASHER-60;0.250 REG WASHER-21;0.250 LOCK NUT-22;0.250 REG WASHER-10;0.250 REG WASHER-63;0.250 REG WASHER-62;0.250 REG WASHER-18;0.250 REG WASHER-24;0.250 REG WASHER-11;0.250 REG WASHER-23;0.250 REG WASHER-56;Leg Angle A-3,Coordinate System2,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
